SVI Theme: Minority Status & Language; Overall Minority Status & Language (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Minority Status & Language-2018-Percentile
20173,Sedgwick County,Kansas,10.7,0.8122
21131,Leslie County,Kentucky,10.7,0.0064
28097,Montgomery County,Mississippi,10.7,0.5667
29081,Harrison County,Missouri,10.7,0.3935
31121,Merrick County,Nebraska,10.7,0.2165
34011,Cumberland County,New Jersey,10.7,0.9573
39025,Clermont County,Ohio,10.7,0.1923
39065,Hardin County,Ohio,10.7,0.1827
40041,Delaware County,Oklahoma,10.7,0.6679
45003,Aiken County,South Carolina,10.7,0.7701
45037,Edgefield County,South Carolina,10.7,0.8739
45047,Greenwood County,South Carolina,10.7,0.8329
45079,Richland County,South Carolina,10.7,0.8284
47107,Mcminn County,Tennessee,10.7,0.4075
47157,Shelby County,Tennessee,10.7,0.8968
48277,Lamar County,Texas,10.7,0.6539
51670,Hopewell City,Virginia,10.7,0.8644
53015,Cowlitz County,Washington,10.7,0.5893
05119,Pulaski County,Arkansas,10.8,0.8481
12105,Polk County,Florida,10.8,0.9061
13047,Catoosa County,Georgia,10.8,0.3136
13097,Douglas County,Georgia,10.8,0.873
13169,Jones County,Georgia,10.8,0.3206
13213,Murray County,Georgia,10.8,0.7281
20011,Bourbon County,Kansas,10.8,0.1808
21059,Daviess County,Kentucky,10.8,0.4769
21081,Grant County,Kentucky,10.8,0.1057
21147,Mccreary County,Kentucky,10.8,0.382
22111,Union Parish,Louisiana,10.8,0.68
28115,Pontotoc County,Mississippi,10.8,0.7246
28149,Warren County,Mississippi,10.8,0.6558
29077,Greene County,Missouri,10.8,0.4062
31157,Scotts Bluff County,Nebraska,10.8,0.7412
36063,Niagara County,New York,10.8,0.4655
36117,Wayne County,New York,10.8,0.3706
39029,Columbiana County,Ohio,10.8,0.135
39139,Richland County,Ohio,10.8,0.3655
40147,Washington County,Oklahoma,10.8,0.5826
45051,Horry County,South Carolina,10.8,0.6864
47025,Claiborne County,Tennessee,10.8,0.2101
49047,Uintah County,Utah,10.8,0.5606
54043,Lincoln County,West Virginia,10.8,0.049
01013,Butler County,Alabama,10.9,0.6447
01107,Pickens County,Alabama,10.9,0.8446
05037,Cross County,Arkansas,10.9,0.3512
12121,Suwannee County,Florida,10.9,0.7249
13093,Dooly County,Georgia,10.9,0.872
18109,Morgan County,Indiana,10.9,0.1105
20001,Allen County,Kansas,10.9,0.1321
22045,Iberia Parish,Louisiana,10.9,0.8268
24017,Charles County,Maryland,10.9,0.8325
28035,Forrest County,Mississippi,10.9,0.6176
29027,Callaway County,Missouri,10.9,0.2697
42005,Armstrong County,Pennsylvania,10.9,0.0583
45027,Clarendon County,South Carolina,10.9,0.7208
48439,Tarrant County,Texas,10.9,0.9487
51019,Bedford County,Virginia,10.9,0.3715
51590,Danville City,Virginia,10.9,0.7377
53077,Yakima County,Washington,10.9,0.9704
54091,Taylor County,West Virginia,10.9,0.043
01023,Choctaw County,Alabama,11,0.5896
01043,Cullman County,Alabama,11,0.3305
01111,Randolph County,Alabama,11,0.4266
04009,Graham County,Arizona,11,0.8902
05031,Craighead County,Arkansas,11,0.6062
05121,Randolph County,Arkansas,11,0.2706
05131,Sebastian County,Arkansas,11,0.8351
18083,Knox County,Indiana,11,0.1684
21093,Hardin County,Kentucky,11,0.4995
21109,Jackson County,Kentucky,11,0.001
24001,Allegany County,Maryland,11,0.3448
26163,Wayne County,Michigan,11,0.9019
36049,Lewis County,New York,11,0.1948
39081,Jefferson County,Ohio,11,0.2652
39173,Wood County,Ohio,11,0.4228
40109,Oklahoma County,Oklahoma,11,0.9121
41011,Coos County,Oregon,11,0.3684
45035,Dorchester County,South Carolina,11,0.7103
54011,Cabell County,West Virginia,11,0.2722
01049,Dekalb County,Alabama,11.1,0.7625
01061,Geneva County,Alabama,11.1,0.4626
05103,Ouachita County,Arkansas,11.1,0.5078
06071,San Bernardino County,California,11.1,0.9825
12027,Desoto County,Florida,11.1,0.9472
12097,Osceola County,Florida,11.1,0.9822
12123,Taylor County,Florida,11.1,0.5909
13179,Liberty County,Georgia,11.1,0.8647
18055,Greene County,Indiana,11.1,0.2066
20021,Cherokee County,Kansas,11.1,0.1694
20103,Leavenworth County,Kansas,11.1,0.5084
21083,Graves County,Kentucky,11.1,0.6358
22007,Assumption Parish,Louisiana,11.1,0.6819
22019,Calcasieu Parish,Louisiana,11.1,0.6138
22075,Plaquemines Parish,Louisiana,11.1,0.8141
28063,Jefferson County,Mississippi,11.1,0.6383
35025,Lea County,New Mexico,11.1,0.9707
36035,Fulton County,New York,11.1,0.2786
37161,Rutherford County,North Carolina,11.1,0.4718
39113,Montgomery County,Ohio,11.1,0.6851
39117,Morrow County,Ohio,11.1,0.0783
39147,Seneca County,Ohio,11.1,0.3037
40137,Stephens County,Oklahoma,11.1,0.6094
47029,Cocke County,Tennessee,11.1,0.1515
48245,Jefferson County,Texas,11.1,0.9452
49045,Tooele County,Utah,11.1,0.6145
51135,Nottoway County,Virginia,11.1,0.787
54001,Barbour County,West Virginia,11.1,0.1643
01035,Conecuh County,Alabama,11.2,0.4397
01073,Jefferson County,Alabama,11.2,0.8099
01087,Macon County,Alabama,11.2,0.5053
01127,Walker County,Alabama,11.2,0.3862
01129,Washington County,Alabama,11.2,0.5708
01131,Wilcox County,Alabama,11.2,0.7708
12077,Liberty County,Florida,11.2,0.7202
12133,Washington County,Florida,11.2,0.575
13131,Grady County,Georgia,11.2,0.8984
13191,Mcintosh County,Georgia,11.2,0.4728
18133,Putnam County,Indiana,11.2,0.3362
19175,Union County,Iowa,11.2,0.3954
21025,Breathitt County,Kentucky,11.2,0.0118
21145,Mccracken County,Kentucky,11.2,0.3941
21199,Pulaski County,Kentucky,11.2,0.1789
21231,Wayne County,Kentucky,11.2,0.2012
22105,Tangipahoa Parish,Louisiana,11.2,0.7001
22109,Terrebonne Parish,Louisiana,11.2,0.7749
28081,Lee County,Mississippi,11.2,0.6533
29133,Mississippi County,Missouri,11.2,0.3206
39061,Hamilton County,Ohio,11.2,0.7319
40091,Mcintosh County,Oklahoma,11.2,0.4782
40097,Mayes County,Oklahoma,11.2,0.4947
45083,Spartanburg County,South Carolina,11.2,0.7851
46007,Bennett County,South Dakota,11.2,0.6982
48141,El Paso County,Texas,11.2,0.9962
48355,Nueces County,Texas,11.2,0.9341
48361,Orange County,Texas,11.2,0.5473
51139,Page County,Virginia,11.2,0.1751
01083,Limestone County,Alabama,11.3,0.6186
06047,Merced County,California,11.3,0.992
13089,Dekalb County,Georgia,11.3,0.9688
18069,Huntington County,Indiana,11.3,0.1455
18097,Marion County,Indiana,11.3,0.908
21043,Carter County,Kentucky,11.3,0.0605
21111,Jefferson County,Kentucky,11.3,0.8001
22055,Lafayette Parish,Louisiana,11.3,0.7911
23003,Aroostook County,Maine,11.3,0.2989
28079,Leake County,Mississippi,11.3,0.866
40015,Caddo County,Oklahoma,11.3,0.9019
40019,Carter County,Oklahoma,11.3,0.6683
40021,Cherokee County,Oklahoma,11.3,0.7915
46071,Jackson County,South Dakota,11.3,0.476
48349,Navarro County,Texas,11.3,0.9312
51031,Campbell County,Virginia,11.3,0.5018
51169,Scott County,Virginia,11.3,0.1691
05123,St. Francis County,Arkansas,11.4,0.6428
12125,Union County,Florida,11.4,0.4683
13077,Coweta County,Georgia,11.4,0.758
13115,Floyd County,Georgia,11.4,0.8064
22027,Claiborne Parish,Louisiana,11.4,0.6246
22097,St. Landry Parish,Louisiana,11.4,0.7284
24045,Wicomico County,Maryland,11.4,0.8599
26025,Calhoun County,Michigan,11.4,0.6262
28109,Pearl River County,Mississippi,11.4,0.3703
28135,Tallahatchie County,Mississippi,11.4,0.8848
35015,Eddy County,New Mexico,11.4,0.922
36033,Franklin County,New York,11.4,0.447
37015,Bertie County,North Carolina,11.4,0.6565
37051,Cumberland County,North Carolina,11.4,0.8532
37163,Sampson County,North Carolina,11.4,0.9427
39013,Belmont County,Ohio,11.4,0.1254
39167,Washington County,Ohio,11.4,0.1016
45081,Saluda County,South Carolina,11.4,0.9265
47011,Bradley County,Tennessee,11.4,0.61
47063,Hamblen County,Tennessee,11.4,0.731
48347,Nacogdoches County,Texas,11.4,0.8933
48387,Red River County,Texas,11.4,0.3496
51083,Halifax County,Virginia,11.4,0.6068
04017,Navajo County,Arizona,11.5,0.9341
05115,Pope County,Arkansas,11.5,0.6711
12003,Baker County,Florida,11.5,0.4903
12051,Hendry County,Florida,11.5,0.9885
12083,Marion County,Florida,11.5,0.6998
13153,Houston County,Georgia,11.5,0.788
21011,Bath County,Kentucky,11.5,0.0331
21235,Whitley County,Kentucky,11.5,0.0783
26121,Muskegon County,Michigan,11.5,0.418
28061,Jasper County,Mississippi,11.5,0.4534
35045,San Juan County,New Mexico,11.5,0.9109
36065,Oneida County,New York,11.5,0.7179
37057,Davidson County,North Carolina,11.5,0.7014
37153,Richmond County,North Carolina,11.5,0.8602
45085,Sumter County,South Carolina,11.5,0.7966
51001,Accomack County,Virginia,11.5,0.9
51009,Amherst County,Virginia,11.5,0.5415
51089,Henry County,Virginia,11.5,0.6269
51800,Suffolk City,Virginia,11.5,0.6501
54009,Brooke County,West Virginia,11.5,0.0458
54103,Wetzel County,West Virginia,11.5,0.0105
01099,Monroe County,Alabama,11.6,0.469
02188,Northwest Arctic Borough,Alaska,11.6,0.7587
05133,Sevier County,Arkansas,11.6,0.936
13151,Henry County,Georgia,11.6,0.8364
18023,Clinton County,Indiana,11.6,0.752
18145,Shelby County,Indiana,11.6,0.3782
22033,East Baton Rouge Parish,Louisiana,11.6,0.8727
22051,Jefferson Parish,Louisiana,11.6,0.9296
22057,Lafourche Parish,Louisiana,11.6,0.6915
34007,Camden County,New Jersey,11.6,0.9166
36009,Cattaraugus County,New York,11.6,0.4117
37083,Halifax County,North Carolina,11.6,0.6883
40023,Choctaw County,Oklahoma,11.6,0.5218
42101,Philadelphia County,Pennsylvania,11.6,0.9675
45055,Kershaw County,South Carolina,11.6,0.5842
54049,Marion County,West Virginia,11.6,0.2884
01045,Dale County,Alabama,11.7,0.6772
01119,Sumter County,Alabama,11.7,0.6724
04021,Pinal County,Arizona,11.7,0.8962
05111,Poinsett County,Arkansas,11.7,0.3053
13271,Telfair County,Georgia,11.7,0.9567
18021,Clay County,Indiana,11.7,0.1802
18089,Lake County,Indiana,11.7,0.8742
20061,Geary County,Kansas,11.7,0.8297
21009,Barren County,Kentucky,11.7,0.2642
21019,Boyd County,Kentucky,11.7,0.1184
21033,Caldwell County,Kentucky,11.7,0.2127
21115,Johnson County,Kentucky,11.7,0.1258
21159,Martin County,Kentucky,11.7,0.177
21193,Perry County,Kentucky,11.7,0.0252
22069,Natchitoches Parish,Louisiana,11.7,0.5651
22101,St. Mary Parish,Louisiana,11.7,0.8672
28001,Adams County,Mississippi,11.7,0.9634
28049,Hinds County,Mississippi,11.7,0.7746
28127,Simpson County,Mississippi,11.7,0.4276
29021,Buchanan County,Missouri,11.7,0.6078
39001,Adams County,Ohio,11.7,0.0341
39071,Highland County,Ohio,11.7,0.212
45057,Lancaster County,South Carolina,11.7,0.6912
51710,Norfolk City,Virginia,11.7,0.8488
54023,Grant County,West Virginia,11.7,0.2897
01075,Lamar County,Alabama,11.8,0.2034
01085,Lowndes County,Alabama,11.8,0.539
01125,Tuscaloosa County,Alabama,11.8,0.7087
12075,Levy County,Florida,11.8,0.638
22115,Vernon Parish,Louisiana,11.8,0.5769
28013,Calhoun County,Mississippi,11.8,0.7243
28057,Itawamba County,Mississippi,11.8,0.1808
28059,Jackson County,Mississippi,11.8,0.6654
37165,Scotland County,North Carolina,11.8,0.7077
47019,Carter County,Tennessee,11.8,0.107
48061,Cameron County,Texas,11.8,0.9981
01039,Covington County,Alabama,11.9,0.3941
01097,Mobile County,Alabama,11.9,0.6845
05069,Jefferson County,Arkansas,11.9,0.6457
05145,White County,Arkansas,11.9,0.4973
13045,Carroll County,Georgia,11.9,0.7256
22017,Caddo Parish,Louisiana,11.9,0.6619
29091,Howell County,Missouri,11.9,0.1223
29510,St. Louis City,Missouri,11.9,0.8828
36073,Orleans County,New York,11.9,0.5177
39093,Lorain County,Ohio,11.9,0.6074
39099,Mahoning County,Ohio,11.9,0.625
40101,Muskogee County,Oklahoma,11.9,0.7459
47075,Haywood County,Tennessee,11.9,0.7329
48215,Hidalgo County,Texas,11.9,0.9987
54035,Jackson County,West Virginia,11.9,0.0271
01017,Chambers County,Alabama,12,0.4597
12047,Hamilton County,Florida,12,0.8768
12079,Madison County,Florida,12,0.7291
13069,Coffee County,Georgia,12,0.8615
18091,Laporte County,Indiana,12,0.5285
20139,Osage County,Kansas,12,0.1515
24043,Washington County,Maryland,12,0.5801
29143,New Madrid County,Missouri,12,0.3868
29155,Pemiscot County,Missouri,12,0.4241
37127,Nash County,North Carolina,12,0.8306
01051,Elmore County,Alabama,12.1,0.581
01063,Greene County,Alabama,12.1,0.5043
12059,Holmes County,Florida,12.1,0.4187
28025,Clay County,Mississippi,12.1,0.5142
28139,Tippah County,Mississippi,12.1,0.4906
37085,Harnett County,North Carolina,12.1,0.8144
39131,Pike County,Ohio,12.1,0.0965
40125,Pottawatomie County,Oklahoma,12.1,0.5536
45001,Abbeville County,South Carolina,12.1,0.5116
46017,Buffalo County,South Dakota,12.1,0.7192
47053,Gibson County,Tennessee,12.1,0.4126
47131,Obion County,Tennessee,12.1,0.5247
13063,Clayton County,Georgia,12.2,0.9739
13295,Walker County,Georgia,12.2,0.2856
13313,Whitfield County,Georgia,12.2,0.9341
21029,Bullitt County,Kentucky,12.2,0.1608
28043,Grenada County,Mississippi,12.2,0.5103
37027,Caldwell County,North Carolina,12.2,0.5686
45071,Newberry County,South Carolina,12.2,0.8456
01033,Colbert County,Alabama,12.3,0.397
04001,Apache County,Arizona,12.3,0.9761
12031,Duval County,Florida,12.3,0.8937
12049,Hardee County,Florida,12.3,0.9519
22073,Ouachita Parish,Louisiana,12.3,0.5352
28033,Desoto County,Mississippi,12.3,0.7319
28147,Walthall County,Mississippi,12.3,0.6068
30005,Blaine County,Montana,12.3,0.4511
40145,Wagoner County,Oklahoma,12.3,0.6571
45039,Fairfield County,South Carolina,12.3,0.6899
45043,Georgetown County,South Carolina,12.3,0.696
45053,Jasper County,South Carolina,12.3,0.9519
54033,Harrison County,West Virginia,12.3,0.0885
10001,Kent County,Delaware,12.4,0.7819
12023,Columbia County,Florida,12.4,0.5536
24510,Baltimore City,Maryland,12.4,0.9045
28011,Bolivar County,Mississippi,12.4,0.6173
28019,Choctaw County,Mississippi,12.4,0.3448
28051,Holmes County,Mississippi,12.4,0.5053
28085,Lincoln County,Mississippi,12.4,0.3887
29069,Dunklin County,Missouri,12.4,0.6816
39145,Scioto County,Ohio,12.4,0.1515
40031,Comanche County,Oklahoma,12.4,0.7752
45007,Anderson County,South Carolina,12.4,0.575
45061,Lee County,South Carolina,12.4,0.5266
47125,Montgomery County,Tennessee,12.4,0.6947
51740,Portsmouth City,Virginia,12.4,0.7536
24033,Prince George&#39;s County,Maryland,12.5,0.9819
35006,Cibola County,New Mexico,12.5,0.9093
39141,Ross County,Ohio,12.5,0.2334
45009,Bamberg County,South Carolina,12.5,0.5189
47077,Henderson County,Tennessee,12.5,0.4368
13095,Dougherty County,Georgia,12.6,0.7096
18177,Wayne County,Indiana,12.6,0.4495
24011,Caroline County,Maryland,12.6,0.7138
28029,Copiah County,Mississippi,12.6,0.7848
28083,Leflore County,Mississippi,12.6,0.8013
45029,Colleton County,South Carolina,12.6,0.6902
45049,Hampton County,South Carolina,12.6,0.8227
47059,Greene County,Tennessee,12.6,0.1595
48005,Angelina County,Texas,12.6,0.9007
54039,Kanawha County,West Virginia,12.6,0.2993
05035,Crittenden County,Arkansas,12.7,0.6714
28099,Neshoba County,Mississippi,12.7,0.6479
39053,Gallia County,Ohio,12.7,0.1127
47113,Madison County,Tennessee,12.7,0.7612
51650,Hampton City,Virginia,12.7,0.7991
01091,Marengo County,Alabama,12.8,0.496
18053,Grant County,Indiana,12.8,0.2541
21125,Laurel County,Kentucky,12.8,0.043
24039,Somerset County,Maryland,12.8,0.8067
28107,Panola County,Mississippi,12.8,0.7937
30003,Big Horn County,Montana,12.8,0.8322
34033,Salem County,New Jersey,12.8,0.7854
36005,Bronx County,New York,12.8,0.9968
45015,Berkeley County,South Carolina,12.8,0.7902
47097,Lauderdale County,Tennessee,12.8,0.5995
54077,Preston County,West Virginia,12.8,0.432
01015,Calhoun County,Alabama,12.9,0.6507
13215,Muscogee County,Georgia,12.9,0.8335
21153,Magoffin County,Kentucky,12.9,0.0006
28113,Pike County,Mississippi,12.9,0.8265
39105,Meigs County,Ohio,12.9,0.0118
12013,Calhoun County,Florida,13,0.5813
45031,Darlington County,South Carolina,13,0.6676
54055,Mercer County,West Virginia,13,0.3649
28095,Monroe County,Mississippi,13.1,0.4352
37091,Hertford County,North Carolina,13.1,0.8239
37155,Robeson County,North Carolina,13.1,0.9255
45067,Marion County,South Carolina,13.1,0.8408
13175,Laurens County,Georgia,13.2,0.4935
20209,Wyandotte County,Kansas,13.2,0.9659
28087,Lowndes County,Mississippi,13.2,0.6839
29207,Stoddard County,Missouri,13.2,0.0544
37191,Wayne County,North Carolina,13.2,0.923
45023,Chester County,South Carolina,13.2,0.531
45033,Dillon County,South Carolina,13.2,0.7564
51195,Wise County,Virginia,13.2,0.1987
24019,Dorchester County,Maryland,13.3,0.7861
28027,Coahoma County,Mississippi,13.3,0.5428
28067,Jones County,Mississippi,13.3,0.7237
28161,Yalobusha County,Mississippi,13.3,0.4037
51700,Newport News City,Virginia,13.3,0.8695
01105,Perry County,Alabama,13.4,0.6237
12043,Glades County,Florida,13.4,0.9099
12107,Putnam County,Florida,13.4,0.78
21195,Pike County,Kentucky,13.4,0.0271
54107,Wood County,West Virginia,13.4,0.0618
01005,Barbour County,Alabama,13.5,0.8558
01053,Escambia County,Alabama,13.5,0.6027
22079,Rapides Parish,Louisiana,13.5,0.6918
30035,Glacier County,Montana,13.5,0.5778
38085,Sioux County,North Dakota,13.5,0.5925
45005,Allendale County,South Carolina,13.5,0.6746
45011,Barnwell County,South Carolina,13.5,0.7459
45041,Florence County,South Carolina,13.5,0.71
54081,Raleigh County,West Virginia,13.5,0.4142
54099,Wayne County,West Virginia,13.5,0.0226
05027,Columbia County,Arkansas,13.6,0.723
05107,Phillips County,Arkansas,13.6,0.5677
13261,Sumter County,Georgia,13.6,0.8571
30085,Roosevelt County,Montana,13.6,0.5209
31173,Thurston County,Nebraska,13.6,0.8437
21047,Christian County,Kentucky,13.7,0.6533
21107,Hopkins County,Kentucky,13.7,0.2085
28153,Wayne County,Mississippi,13.7,0.5403
48485,Wichita County,Texas,13.7,0.8061
01031,Coffee County,Alabama,13.8,0.7256
01047,Dallas County,Alabama,13.8,0.5345
01055,Etowah County,Alabama,13.8,0.6396
13245,Richmond County,Georgia,13.8,0.7584
21101,Henderson County,Kentucky,13.8,0.3158
45059,Laurens County,South Carolina,13.8,0.6648
12063,Jackson County,Florida,13.9,0.751
18095,Madison County,Indiana,13.9,0.4744
28159,Winston County,Mississippi,13.9,0.7163
39087,Lawrence County,Ohio,13.9,0.1503
54019,Fayette County,West Virginia,13.9,0.177
13021,Bibb County,Georgia,14,0.8131
13217,Newton County,Georgia,14,0.7514
45075,Orangeburg County,South Carolina,14,0.7351
51730,Petersburg City,Virginia,14,0.8641
01121,Talladega County,Alabama,14.1,0.5883
54045,Logan County,West Virginia,14.1,0.0185
01069,Houston County,Alabama,14.2,0.5938
01101,Montgomery County,Alabama,14.2,0.8656
21095,Harlan County,Kentucky,14.2,0.1016
21119,Knott County,Kentucky,14.2,0.0261
28151,Washington County,Mississippi,14.2,0.7733
38079,Rolette County,North Dakota,14.2,0.5033
45069,Marlboro County,South Carolina,14.2,0.7765
46031,Corson County,South Dakota,14.2,0.4928
54059,Mingo County,West Virginia,14.2,0.043
01025,Clarke County,Alabama,14.3,0.4763
39079,Jackson County,Ohio,14.3,0.1172
45025,Chesterfield County,South Carolina,14.3,0.7924
01021,Chilton County,Alabama,14.4,0.6966
13185,Lowndes County,Georgia,14.4,0.7529
28123,Scott County,Mississippi,14.4,0.9335
21071,Floyd County,Kentucky,14.8,0.0261
05093,Mississippi County,Arkansas,14.9,0.7638
22117,Washington Parish,Louisiana,15.1,0.8109
46041,Dewey County,South Dakota,15.3,0.5021
21133,Letcher County,Kentucky,15.4,0.0541
28133,Sunflower County,Mississippi,15.7,0.6743
54005,Boone County,West Virginia,15.7,0.0216
35031,Mckinley County,New Mexico,15.9,0.9538
46121,Todd County,South Dakota,15.9,0.7214
46137,Ziebach County,South Dakota,15.9,0.7128
12039,Gadsden County,Florida,16.1,0.9366
45089,Williamsburg County,South Carolina,17.2,0.6622
46102,Oglala Lakota County,South Dakota,17.9,0.8879
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
